x,y,vx,vy,bandwidth,latency,slice_type,time
1002.3795730309448,-3472.1498698127807,-3.7995595626160164,0.2823856752711573,5,82,1,0
2364.797293824652,-572.9860786657692,4.786490816674341,-2.8651192913023715,5,57,1,0
2925.7411454786675,3602.7589951541727,2.911456682889939,0.22278572942858954,63,13,0,0
-3655.516699742538,813.143924342693,4.061907294693334,0.25069980330144515,3,78,1,0
1813.826814866344,188.82314220787012,-4.518540331414725,3.020871977093514,81,13,0,0
2558.1223292656164,505.24051786006385,3.2766932216913247,-2.3251019679038833,1,94,1,0
3707.5207831184875,-4633.7181412916725,-1.2248302878568862,-3.1632162612977566,56,36,0,0
3145.5729648024044,416.4896072444202,-1.4453165948553626,2.568368629192549,77,16,0,0
4436.249788562994,-4536.038212808836,0.4016496014564863,-4.969210326407626,16,8,2,0
-2704.183306624476,3136.5975998075014,-1.877206573257445,-0.22305448538734618,66,21,0,0
-3774.014631967615,-4736.072015565596,0.5688673894308571,4.0599741224098,9,3,2,0
3728.1801636908517,1143.0349444183419,-0.926668669405345,0.10102757055069467,76,17,0,0
-2120.7202350724306,23.82756051698354,-1.2841798054467335,-1.874414637566969,5,4,2,0
-472.5948827408799,4598.779887468607,-1.9959974737513142,2.0739420274804763,92,30,0,0
-755.8941533999364,-1613.2117060777073,3.4331530693406096,-3.2601740091284572,1,58,1,0
1612.7019375951513,-1832.0752231486038,3.3170671089285673,-0.7408505696589807,18,7,2,0
-236.4496472956823,-328.4931526046364,0.10171489092884345,-0.8481749191808297,15,7,2,0
822.1988366704269,-1020.6818832117337,-3.172108303484402,-0.1786203543414322,76,12,0,0
-2958.6190511434297,4174.562334401974,0.7237648226980509,0.699743580632376,2,69,1,0
3621.579404650274,751.1934403982812,2.0682794616520805,3.582402336309458,8,6,2,0
-1502.3392358165888,4484.203105487287,4.082633092478297,0.6519496651755319,1,93,1,0
-333.67096338714595,-3876.1557484711575,-1.5944023938897922,3.072857646121072,2,99,1,0
-1090.069167670007,-3047.3961937994486,-4.013063977491634,0.014043641425421916,2,58,1,0
2731.9093019059837,834.8348643186032,-4.367634596782203,-3.36400448718561,52,36,0,0
1899.1640825625245,-2497.4879659925086,-1.8651633294462955,4.965596364704102,62,44,0,0
4761.417793131271,-1729.5920931341002,1.188386711021443,3.400205033790983,16,2,2,0
-4861.035073540361,1832.425421892443,-3.5175855848455075,2.160756823623191,85,35,0,0
214.48213109696468,726.4719468375336,3.5406271331059544,0.17173708091347994,1,62,1,0
-30.2708220129988,-4065.877852176536,-4.08172478106008,-0.9600180456025553,14,10,2,0
387.6099696977431,4077.265329415788,-4.599823097241434,-4.14267294179159,5,10,2,0
-549.3569521115683,-1835.1684145742408,-4.7314965812166925,-2.687558156286155,12,2,2,0
51.20047770706737,4190.09675521237,4.9627183213360855,1.3192031351848943,91,12,0,0
4615.491989721419,545.76430865943,-1.829034541611273,-1.7648361972419668,10,5,2,0
-3725.8554624921126,2122.235736322722,-1.2924160286530983,-2.597543503155151,60,34,0,0
-1184.8357851165447,-2760.9178928390966,0.8864421903534936,0.7853685773529873,13,7,2,0
-3111.6375624787784,2417.0269246904763,3.3184755929239627,-2.7286566522138966,55,41,0,0
3416.3392219663456,-2573.287983229312,3.809680967576985,-0.7921944721437957,69,21,0,0
-1711.3663377413968,418.31458558293286,0.8738421128780094,0.1535792616401921,70,35,0,0
-3570.433592761896,3289.2263715402714,-1.3883894056596924,2.737072853815553,9,10,2,0
1515.0444799536267,-1477.7314034807555,-2.909790003577072,4.58926146731708,14,4,2,0
-3917.605044043948,-4221.0222166316025,1.2730048422968787,-0.27613819361196335,3,62,1,0
-2600.1087182247084,-2111.3775538848067,4.6748519119355265,-1.691725188927472,9,5,2,0
2001.9275136635617,3775.999316182913,3.8276546683904575,0.9947251419478265,3,96,1,0
2628.9233132649238,-152.85489190237755,-4.461973819269792,-1.6114103493223964,57,44,0,0
-3448.8353231011392,-832.736839774858,2.9908000199365836,1.0143677197456613,6,8,2,0
1373.9679525214056,-3484.165402639945,3.053937689266455,0.15242497457906512,12,2,2,0
2668.3866105634133,1333.4577769664324,3.6034024488567584,-3.9775623670546203,7,10,2,0
-3890.271699019081,3387.6003345399486,-2.8550488426350418,0.8679099125769341,64,45,0,0
2437.0631710812386,241.62979067018918,1.0353989577963096,0.6178278427595418,9,7,2,0
-942.8487532633545,-3884.8793932678004,-0.8529887899126798,-3.9077406651128257,59,37,0,0
-300.64469530688973,-4386.30177089332,-2.840542427630821,-0.7197008142677364,13,2,2,0
-569.85915986694,-2810.1578225032144,4.325686117739824,1.8029941535149063,19,8,2,0
475.6473330324984,834.2192111480484,-2.703351150740537,0.7111476017737461,13,6,2,0
974.1685604207695,-3457.469055247384,4.8104211377808035,-4.330697059997984,13,3,2,0
970.9891184462183,-1707.5741277920586,3.3998813833607233,3.900001078612237,1,70,1,0
